step,optimizer_phase,optimizer_iteration,optimizer_evaluation,learning_rate,evaluation_success,objective,gradient_rms,gradient_inf,activation_update_rms,forward_converged,forward_iterations,forward_failure,line_search_failures,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv,min_singular_ainv,top_target_mae,top_target_rms,top_target_max,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_neighbor_jump_rms,activation_rms
0,adam,0,1,0.03,1,0.05,0.0003942054703417064,0.003246425848531808,0.0,1,1,,0,6.225748016032108e-18,0.9999999999999929,0.9999999999999929,1.0,1.0,0.033666666666666664,0.036698791987384724,0.05,0.036698791987384724,0.0,0.0,0.0,0.0,0.0
1,adam,1,2,0.029699999999999997,1,0.04911424903999322,0.0003801691763134018,0.003970026976148622,0.029956709543465573,1,10,,0,1.1329188452346593e-09,0.9440423148480971,0.9396230286332478,0.9400002594821246,0.9400003884451291,0.03321943766763544,0.03611452619056886,0.04911424903999322,0.03607544223223285,0.00021501408790993595,0.03429922106186473,1.368449038750389,0.03777204896717098,0.02995670954346557
2,adam,2,3,0.029403,1,0.04856272036400864,0.000647950200041002,0.007278593193376073,0.02495779829604276,1,13,,0,4.97090845673175e-09,0.8657330768308189,0.8657330768308189,0.8806971636860889,0.8807439704530825,0.03285505970752005,0.03560671606235962,0.04856272036400864,0.03545939439434089,0.000424581885949331,0.056761678442389905,3.035991954606961,0.06101171851107604,0.05176543776626555
3,adam,3,4,0.029108969999999998,1,0.0470866254729342,0.0005283254622878027,0.004446692779385607,0.021679626789317414,1,18,,0,1.2560440654328205e-10,0.7787602317485277,0.7787602317485277,0.8229056382471953,0.8240190423883542,0.032520309358574445,0.035183040711071555,0.0470866254729342,0.034892150979058484,0.00065657853050929,0.07780018436512555,4.838486693318979,0.0777295738021933,0.06972256912275876
4,adam,4,5,0.028817880299999998,1,0.04776066112131314,0.0005008986886616643,0.004823862613467542,0.019657728337869287,1,25,,0,3.881627968163039e-10,0.7029817785375598,0.7029817785375598,0.7659370782639393,0.7674693632905,0.032195592478065374,0.0348251101836224,0.04776066112131314,0.03437315993256613,0.001064971582920735,0.11719285579981177,7.9620772629717225,0.08688264099042639,0.08483761343642504
5,adam,5,6,0.028529701496999998,1,0.04695851777708894,0.00043415137107880047,0.0038731808886752483,0.018455693018527737,1,16,,0,4.070971650720168e-09,0.6221806653136776,0.6221806653136776,0.7090501932478849,0.7106377719095528,0.031944621156000656,0.034479569530934236,0.04695851777708894,0.03370247197418354,0.0011392975853042222,0.12361656189547922,8.4467142956938,0.09238048432996768,0.0997184267103957
6,adam,6,7,0.02824440448203,1,0.04598104808922455,0.0005335673831649517,0.004893395304152993,0.01801383334716011,1,22,,0,2.1262350676898376e-09,0.6288981568630427,0.6288981568630427,0.6526980278883867,0.6542865221402335,0.031708452103730085,0.03413564608385898,0.04598104808922455,0.03290226788149048,0.0012926793711456619,0.14003154203014553,9.82084754946212,0.09531373143054808,0.11433715689099981
7,adam,7,8,0.027961960437209697,1,0.04626826800187313,0.0011173324633300397,0.013730082939697543,0.01712009201084258,1,21,,0,6.190288615485565e-09,0.6578212118946347,0.6578212118946347,0.5970999354220861,0.5983536446286886,0.03145082752300481,0.03384605383470992,0.04626826800187313,0.03231545333624836,0.0014617172598930185,0.1574119708493346,10.993610069779892,0.09755427432605944,0.12799938029129718
8,adam,8,9,0.0276823408328376,1,0.0450025116890171,0.0005774565194365003,0.004335713293969548,0.015970264643274036,1,11,,0,9.823829136581225e-09,0.7251337553688897,0.6771646875612088,0.5419292775247223,0.5426999019441597,0.03124923435088584,0.03349995641467483,0.0450025116890171,0.031538173347618735,0.001432744714173886,0.15373171267309957,10.863221129706224,0.09945610560423751,0.1395837457299977
9,adam,9,10,0.027405517424509224,1,0.044648669458103654,0.0006309927799271887,0.008050293249629914,0.01568973320610634,1,26,,0,4.691759074854974e-09,0.7662781626675784,0.6467612882022848,0.4865517377381487,0.48696162079058014,0.030901587613914608,0.03321162243337006,0.044648669458103654,0.03094694701082538,0.0014898575786172535,0.16672296611215592,12.12118836358574,0.10281351322003741,0.1504611719128017
10,adam,10,11,0.02713146225026413,1,0.04304057054999962,0.00047856943187606944,0.004351747179869771,0.014941473483783609,1,9,,0,5.950536545553806e-11,0.7773090967360944,0.6136175615534283,0.4312942913830602,0.43157319215166046,0.030664087341343325,0.0329181929276128,0.04304057054999962,0.03014389344963159,0.0014822631136385334,0.16468892734030094,11.965577559634795,0.1072798958949979,0.16171245499858078
11,adam,11,12,0.02686014762776149,1,0.04312994333591327,0.0005116803599223742,0.004717175600198589,0.014029797454940677,1,13,,0,9.07880848552382e-10,0.7866320257626737,0.5837741785196092,0.37700086134440125,0.37690955269459764,0.030395631164542476,0.03270339766309191,0.04312994333591327,0.02948333401913872,0.0015059247579287923,0.16877832087437805,11.971517030396603,0.11285523997969191,0.17199519974730845
12,adam,12,13,0.026591546151483875,1,0.043374220030655136,0.0008499137790619866,0.008136628202970897,0.011488468936294991,1,17,,0,1.6341746808094503e-09,0.5889338661211133,0.565178547286761,0.336163738478933,0.33671399769471194,0.03080600174021606,0.03295153220664658,0.043374220030655136,0.02879094712675476,0.0017186289656074946,0.19241310908415785,13.058182687743294,0.11723142614679695,0.18000632250758436
13,adam,13,14,0.026325630689969032,1,0.041391269044210435,0.0006316133791052657,0.008153913799490466,0.010994645135269926,1,13,,0,7.791131849661071e-09,0.6440703978492743,0.5406893804882283,0.2960079109485651,0.29666869431707815,0.030404199905131067,0.03267491831257904,0.041391269044210435,0.028443293843277647,0.0017815293085579511,0.2014690493521156,13.393493612011284,0.12263789023899184,0.18657292904608186
14,adam,14,15,0.026062374383069346,1,0.04143360471185462,0.0007681557054347431,0.004572621830557795,0.010675191475632693,1,14,,0,4.680125861827284e-09,0.6424815878405948,0.48090014807785814,0.2573306189758786,0.2577744467009972,0.03012820104541282,0.032587499684074095,0.04143360471185462,0.028152950652898,0.0018711244507031832,0.21444375614541744,13.756842995739996,0.12833310337961926,0.19382314486184474
15,adam,15,16,0.025801750639238653,1,0.04118534695790001,0.0008574137822065247,0.009149225986948284,0.008726366707462047,1,13,,0,7.201174040908394e-10,0.5533946500724718,0.335974169350067,0.2200492895429168,0.22063007585023686,0.030476530051249867,0.032488711931070516,0.04118534695790001,0.029087455602613065,0.0025021364687695686,0.29662035859574576,15.571643316795871,0.1325129871525029,0.19723188326582602
16,adam,16,17,0.025543733132846264,1,0.041837084551142066,0.0007858716613864156,0.008051462849217372,0.008303844444295487,1,28,,0,1.6224046865234743e-11,0.5940636288374584,0.27727447464085386,0.1853117258712194,0.18582793397434147,0.029562577957908467,0.03187449568687881,0.041837084551142066,0.029933078036068133,0.002891732206247245,0.3451344466513698,18.184745796764016,0.1357517502289088,0.1998870129639334
17,adam,17,18,0.025288295801517802,1,0.04162406031593907,0.0005574602571804274,0.005458483946489758,0.007821343899479019,1,8,,0,4.9970582184326566e-09,0.55152600074015,0.23604177536338797,0.1590902303676799,0.16000732922805766,0.029741143220189257,0.031757936527320334,0.04162406031593907,0.029683893613605735,0.0029341566992437196,0.34656324314078973,18.17165092251759,0.13923319343536156,0.20140292913177985
18,adam,18,19,0.025035412843502625,1,0.041824543105531985,0.00046847494771805353,0.0033028214418748597,0.0072544283155435724,1,11,,0,6.459065796757931e-11,0.5515860012034494,0.19601117913968588,0.13479462584138666,0.1358167761099138,0.029635818477136793,0.03155465878880151,0.041824543105531985,0.029403860689079096,0.0029421756213256775,0.34668007030701714,18.529303394707068,0.14227640839145747,0.20283245647906112
19,adam,19,20,0.024785058715067598,1,0.04138152521234164,0.0005543117865020291,0.004234480431146187,0.006754355734478966,1,29,,0,5.069690867405993e-11,0.5653744551853818,0.15835887285360775,0.1119359318922834,0.11288154434968382,0.029307822300469917,0.03135166720667248,0.04138152521234164,0.02891888816034566,0.002963502620880677,0.34390572056342533,19.093113450376148,0.14497464060458862,0.20433095266264778
20,adam,20,21,0.02453720812791692,1,0.04156197834972233,0.0004611399526033599,0.0033003456896488993,0.0062461428493470125,1,8,,0,8.263468766151441e-10,0.5949050458025401,0.12064053048326376,0.08895906247585593,0.0896591626420329,0.02901948740410065,0.031092396613545688,0.04156197834972233,0.02856197255150184,0.0028491469056887626,0.3312860142637274,18.738150713039797,0.14733004001364788,0.20581642483033727
21,adam,21,22,0.024291836046637753,1,0.04105101793040747,0.0004799212916231803,0.004096629015372083,0.005889291878199835,1,6,,0,6.003592838629832e-09,0.5984939395364477,0.08878615704733399,0.0693273026806361,0.0698638836967523,0.02875909745695327,0.03084349121735662,0.04105101793040747,0.028029030239142085,0.0027372408520629607,0.31553428966226343,18.628976542207912,0.14946289966475088,0.20739197519088007
22,adam,22,23,0.024048917686171376,1,0.04080329318960772,0.0004900887439903721,0.004126656082920177,0.005892076918620305,1,13,,0,1.2907773889334548e-10,0.6104565722213658,0.05076896169810778,0.044600550199974665,0.044835544066205796,0.028503825171063358,0.030664721166658873,0.04080329318960772,0.02719467433672085,0.0025908536437988434,0.28953065359229596,18.651017221848345,0.151568535252394,0.20934008825272873
23,adam,23,24,0.02380842850930966,1,0.03962793144192997,0.00045985446866802436,0.0035586621139681567,0.006321477678735772,1,24,,0,1.932594390120001e-10,0.6109099948094412,0.01220600965429854,0.0162178175391456,0.01624024814348007,0.02866466440422216,0.030652846976747684,0.03962793144192997,0.02686911495887918,0.0024512636651649092,0.2613983586944118,17.88658544942519,0.1537313006551883,0.21164227405367417
24,adam,24,25,0.023570344224216562,1,0.039627155070723785,0.0006141423876689082,0.006932696413297773,0.006652434729154104,1,21,,0,1.0563516022040375e-10,0.43219289321051485,-0.009512964301879628,-0.013423138223970042,0.006791242313265031,0.02848122890408211,0.030484478608190726,0.039627155070723785,0.02653382099533955,0.002437528840078723,0.2587360534536684,18.146854394538263,0.1561777134813076,0.21407323915852433
25,adam,25,26,0.0233346407819744,1,0.039955394159829724,0.0007559904724297353,0.007339413175009522,0.005982088300667992,1,13,,0,7.488580877612729e-10,-1.543259559092368,-0.019148746754035904,-0.027235905245819553,0.017957991363086765,0.02861131381817181,0.03050162107777027,0.039955394159829724,0.02618821134501292,0.002441058883335494,0.2556117400403531,18.697326036211642,0.15875527953445007,0.2164120981824931
26,adam,26,27,0.023101294374154653,1,0.03958788692058815,0.0005832262498882798,0.006642665841614857,0.005796017264944142,1,8,,0,9.771636643711087e-09,-2.6941239346472554,-0.03356860286020995,-0.04909523427611208,0.03358156029581306,0.028516808223686695,0.03038243013073146,0.03958788692058815,0.025906544016091913,0.002435290648212769,0.25171689686116194,18.893728119051836,0.16161657975223792,0.21854297068571055
27,adam,27,28,0.022870281430413107,1,0.039093570609307286,0.0005132044760246033,0.0052139583422805835,0.0054732916205780325,1,19,,0,1.725281178169412e-10,-2.2512342327637334,-0.03945443483483931,-0.058731054862193946,0.027958763334435647,0.028889254733662325,0.03067045481871883,0.039093570609307286,0.025448774195895047,0.0024211077619224345,0.24817325496144996,18.918205387970655,0.16432769197702995,0.22096789261549474
28,adam,28,29,0.022641578616108975,1,0.03838412600117945,0.0005658685096752035,0.008387702207054776,0.005831842593959918,1,15,,0,6.038713467675051e-11,0.5106174660530574,-0.03942712208768218,-0.059348788382765194,0.009677719777587919,0.029157842653279302,0.030772125672267406,0.03838412600117945,0.02493596845274161,0.0025321572597350093,0.2568537941835071,19.73094007085854,0.16689425132308525,0.22369584199127007
29,adam,29,30,0.022415162829947884,1,0.03874590311045933,0.0007325951787843491,0.006136675520515084,0.006126125404816266,1,7,,0,5.6837436513830807e-11,0.4651103066912674,-0.03456503740071778,-0.050973520535162214,0.00833858808510313,0.029411177092430945,0.030953503287464417,0.03874590311045933,0.024485886077137274,0.0026240897618890506,0.26549506469123785,20.509425829903947,0.1693455032375718,0.22675590622926667
30,adam,30,31,0.022191011201648406,1,0.04010535555090998,0.0007063725171744052,0.00603661661376082,0.005946808971260354,1,36,,0,2.913249580995972e-09,0.310847970892781,-0.037002448928750625,-0.054450091422237036,0.02578237850113376,0.029163001007738575,0.03080445696063058,0.04010535555090998,0.024145912839640148,0.0026450769026009685,0.2700526106834234,20.3522238306367,0.17152431030218376,0.22940802442450295
